"","SURVEY","YEAR","samp_size","medianK","P25","P75","stock"
"1","MADMF fall BTS",2010,161,1.0366776467,0.9599433102,1.109717662,"scup"
"2","MADMF fall BTS",2011,220,1.0310502221,0.95262201205,1.107365423375,"scup"
"3","MADMF fall BTS",2012,216,0.9973648603,0.94275779965,1.0668675647,"scup"
"4","MADMF fall BTS",2013,194,1.0066202671,0.9484875089,1.068673092425,"scup"
"5","MADMF fall BTS",2014,160,0.9822616582,0.925418946325,1.046799908375,"scup"
"6","MADMF fall BTS",2015,126,0.9823106282,0.88915201945,1.03145555675,"scup"
"7","MADMF fall BTS",2016,55,0.9831898219,0.9194231127,1.04752430385,"scup"
"8","MADMF fall BTS",2017,50,0.96161789115,0.895016981825,1.01620606145,"scup"
"9","MADMF fall BTS",2018,44,0.97592581055,0.92318159645,1.064932732,"scup"
"10","MADMF spring BTS",2010,206,1.010015305,0.973724051175,1.03726103,"scup"
"11","MADMF spring BTS",2011,124,1.0266164479,0.985982111875,1.07931788815,"scup"
"12","MADMF spring BTS",2012,270,1.0361307924,0.972705950325,1.09736602935,"scup"
"13","MADMF spring BTS",2013,162,0.9773153394,0.926571209325,1.042723564725,"scup"
"14","MADMF spring BTS",2014,162,0.99575422635,0.926964531975,1.057946276675,"scup"
"15","MADMF spring BTS",2015,159,1.0005658598,0.9460656253,1.0663895917,"scup"
"16","MADMF spring BTS",2016,95,0.9831709878,0.9151030566,1.04162341945,"scup"
"17","MADMF spring BTS",2017,84,0.96649924735,0.913568143875,1.041201341525,"scup"
"18","MADMF spring BTS",2018,61,0.9804033895,0.938250798,1.0469598565,"scup"
"19","NMFS fall BTS",1992,413,1.0398097077,0.9715898928,1.1273353821,"scup"
"20","NMFS fall BTS",1993,190,1.0568560427,0.9810560259,1.153747890275,"scup"
"21","NMFS fall BTS",1994,276,1.09434488595,1.01244611805,1.190909764275,"scup"
"22","NMFS fall BTS",1995,238,1.113514392,1.0300193419,1.215057033325,"scup"
"23","NMFS fall BTS",1996,241,1.079067882,0.9982199795,1.1722901203,"scup"
"24","NMFS fall BTS",1997,155,1.0577467782,0.98195755565,1.1673001055,"scup"
"25","NMFS fall BTS",1998,375,1.0398097077,0.9640004273,1.1281164221,"scup"
"26","NMFS fall BTS",1999,452,1.0578657206,0.9591744577,1.15535317685,"scup"
"27","NMFS fall BTS",2000,355,1.0578657206,0.97611804525,1.1413522518,"scup"
"28","NMFS fall BTS",2001,338,0.9814360756,0.8912654637,1.0943438489,"scup"
"29","NMFS fall BTS",2002,572,0.96817615085,0.8845512484,1.0603307256,"scup"
"30","NMFS fall BTS",2003,507,0.984909464,0.90515872065,1.0829373784,"scup"
"31","NMFS fall BTS",2004,463,0.9656996724,0.8683630521,1.079067882,"scup"
"32","NMFS fall BTS",2005,375,0.974325093,0.86696994975,1.0577467782,"scup"
"33","NMFS fall BTS",2006,562,0.9810560259,0.8845512484,1.079138191875,"scup"
"34","NMFS fall BTS",2007,514,0.98495071605,0.8871869651,1.0856765322,"scup"
"35","NMFS fall BTS",2008,398,0.9464872332,0.82876942795,1.0578386724,"scup"
"36","NMFS fall BTS",2009,479,0.9905717407,0.9117812047,1.0805663439,"scup"
"37","NMFS fall BTS",2010,650,0.99067168605,0.91415240025,1.0854538151,"scup"
"38","NMFS fall BTS",2011,590,0.99843134285,0.8999327533,1.093336483325,"scup"
"39","NMFS fall BTS",2012,424,0.9668895206,0.9040975968,1.0346782204,"scup"
"40","NMFS fall BTS",2013,251,0.9995977309,0.9168345893,1.079067882,"scup"
"41","NMFS fall BTS",2014,393,1.0018339998,0.9108852784,1.0864121314,"scup"
"42","NMFS fall BTS",2015,420,1.04486152825,0.970493782075,1.1389169045,"scup"
"43","NMFS fall BTS",2016,874,0.9963218996,0.91847957435,1.0854538151,"scup"
"44","NMFS fall BTS",2017,3,0.9570789963,0.89545208895,0.97099423015,"scup"
"45","NMFS fall BTS",2018,550,0.96547321165,0.9079253645,1.0346782204,"scup"
"46","NMFS spring BTS",1993,45,0.9975536072,0.9356388328,1.0685084865,"scup"
"47","NMFS spring BTS",1994,17,1.0708454096,1.0589338453,1.1324941608,"scup"
"48","NMFS spring BTS",1995,49,1.084588695,1.0422121911,1.1789036462,"scup"
"49","NMFS spring BTS",1996,26,0.9843115138,0.91377064795,1.025307932825,"scup"
"50","NMFS spring BTS",1997,33,1.064853932,1.0221396774,1.1572039103,"scup"
"51","NMFS spring BTS",1998,41,1.064853932,0.9657977523,1.1220081038,"scup"
"52","NMFS spring BTS",1999,32,1.1400914571,1.025307932825,1.1982325112,"scup"
"53","NMFS spring BTS",2000,30,1.0223331635,0.9657977523,1.0650327237,"scup"
"54","NMFS spring BTS",2001,58,0.92098958175,0.8669278539,0.983659989175,"scup"
"55","NMFS spring BTS",2002,145,1.0102457088,0.9349429238,1.087309495,"scup"
"56","NMFS spring BTS",2003,72,0.98886211055,0.92581711695,1.05705106415,"scup"
"57","NMFS spring BTS",2004,73,0.9503493579,0.8808567079,1.0185265944,"scup"
"58","NMFS spring BTS",2005,82,0.9769962447,0.89700936375,1.056363502575,"scup"
"59","NMFS spring BTS",2006,66,1.00168855435,0.9356388328,1.09106138085,"scup"
"60","NMFS spring BTS",2007,52,1.00482324815,0.942348726125,1.080204331275,"scup"
"61","NMFS spring BTS",2008,90,0.9912712104,0.9281134246,1.049265139375,"scup"
"62","NMFS spring BTS",2009,63,0.9843115138,0.9264108365,1.0804021038,"scup"
"63","NMFS spring BTS",2010,242,0.98838267105,0.9185622251,1.083244820275,"scup"
"64","NMFS spring BTS",2011,138,1.0096952993,0.9356504691,1.1044025961,"scup"
