"","SURVEY","YEAR","samp_size","medianK","P25","P75","stock"
"1","NMFS fall BTS",1992,60,1.0204320121,0.951421793375,1.103819144425,"witch"
"2","NMFS fall BTS",1993,152,1.07240952995,0.966517501575,1.1742988115,"witch"
"3","NMFS fall BTS",1994,102,1.03782610995,0.93298149225,1.101817437425,"witch"
"4","NMFS fall BTS",1995,174,0.94509269125,0.8892785188,1.025790239025,"witch"
"5","NMFS fall BTS",1996,165,0.972124879,0.9186282421,1.0480364003,"witch"
"6","NMFS fall BTS",1997,242,1.0271222076,0.956260827575,1.096964761625,"witch"
"7","NMFS fall BTS",1998,214,1.00233810835,0.92832911905,1.098260542525,"witch"
"8","NMFS fall BTS",1999,241,0.9957106121,0.9277360202,1.0654393198,"witch"
"9","NMFS fall BTS",2000,217,0.9735034109,0.9221088649,1.066188375,"witch"
"10","NMFS fall BTS",2001,234,0.98373153535,0.923173314425,1.044764201725,"witch"
"11","NMFS fall BTS",2002,201,0.9798434881,0.9065131605,1.0428248702,"witch"
"12","NMFS fall BTS",2003,147,0.9778025609,0.9282016451,1.0309334785,"witch"
"13","NMFS fall BTS",2004,123,1.0253864344,0.9354878491,1.0907958118,"witch"
"14","NMFS fall BTS",2005,93,0.9619900647,0.9228477909,1.0548872664,"witch"
"15","NMFS fall BTS",2006,112,0.98560023645,0.915829263675,1.043046399725,"witch"
"16","NMFS fall BTS",2007,112,0.97552336535,0.892546892825,1.044169342925,"witch"
"17","NMFS fall BTS",2008,125,0.9512349191,0.8894071153,1.0193409787,"witch"
"18","NMFS fall BTS",2009,331,0.9973748759,0.9226790027,1.0660427423,"witch"
"19","NMFS fall BTS",2010,286,0.98446892465,0.927319007325,1.06047361265,"witch"
"20","NMFS fall BTS",2011,402,0.96824585315,0.90894267895,1.04071208755,"witch"
"21","NMFS fall BTS",2012,346,0.99374544045,0.9210190902,1.0654393198,"witch"
"22","NMFS fall BTS",2013,281,1.002327861,0.9464616495,1.0672428945,"witch"
"23","NMFS fall BTS",2014,428,1.0176936417,0.9279486591,1.09102982785,"witch"
"24","NMFS fall BTS",2015,499,1.0149493531,0.937405377,1.0875929019,"witch"
"25","NMFS fall BTS",2016,455,1.0140406573,0.94776761645,1.09218815765,"witch"
"26","NMFS fall BTS",2017,476,1.01346680785,0.94134899245,1.0832669604,"witch"
"27","NMFS fall BTS",2018,342,1.03025739205,0.97225706065,1.1009539638,"witch"
"28","NMFS spring BTS",1992,68,1.02784622495,0.9610435369,1.10710105565,"witch"
"29","NMFS spring BTS",1993,82,1.01808679005,0.9395650679,1.07906685515,"witch"
"30","NMFS spring BTS",1994,128,1.0371004483,0.98401545965,1.10240200735,"witch"
"31","NMFS spring BTS",1995,105,0.995445923,0.9350264156,1.060714517,"witch"
"32","NMFS spring BTS",1996,72,0.9707198443,0.914645585475,1.03461353305,"witch"
"33","NMFS spring BTS",1997,79,0.9688808782,0.90820775965,1.0436038386,"witch"
"34","NMFS spring BTS",1998,282,1.00862856685,0.9479718609,1.07593778875,"witch"
"35","NMFS spring BTS",1999,138,0.9924415602,0.91781774705,1.071149745025,"witch"
"36","NMFS spring BTS",2000,146,1.01071171235,0.9488167852,1.0958165688,"witch"
"37","NMFS spring BTS",2001,196,0.9766308926,0.9106794343,1.043750330775,"witch"
"38","NMFS spring BTS",2002,292,0.96718017895,0.911341353275,1.021464027475,"witch"
"39","NMFS spring BTS",2003,204,0.9664243418,0.909950714125,1.026021575075,"witch"
"40","NMFS spring BTS",2004,205,0.9663996916,0.9113261096,1.0357203437,"witch"
"41","NMFS spring BTS",2005,142,0.9624666511,0.90535519255,1.028042718675,"witch"
"42","NMFS spring BTS",2006,168,0.9704602914,0.914105063775,1.03831145495,"witch"
"43","NMFS spring BTS",2007,114,0.9953381651,0.93496881415,1.056867155275,"witch"
"44","NMFS spring BTS",2008,203,0.9587767823,0.9035664143,1.0279676549,"witch"
"45","NMFS spring BTS",2009,409,0.9903916511,0.924278734,1.0611843602,"witch"
"46","NMFS spring BTS",2010,397,1.0083040734,0.9437149134,1.07862388,"witch"
"47","NMFS spring BTS",2011,395,0.9850941231,0.9354531685,1.0530547114,"witch"
"48","NMFS spring BTS",2012,397,0.9887385567,0.9269705853,1.067121811,"witch"
"49","NMFS spring BTS",2013,221,1.0167202324,0.9490592203,1.0839239862,"witch"
"50","NMFS spring BTS",2014,412,1.0210537085,0.955576063675,1.0804020383,"witch"
"51","NMFS spring BTS",2015,414,1.0361552898,0.97226252525,1.102242898425,"witch"
"52","NMFS spring BTS",2016,408,1.009550027,0.937720076,1.0903484313,"witch"
"53","NMFS spring BTS",2017,342,1.03393427735,0.970182837725,1.0843315104,"witch"
"54","NMFS spring BTS",2018,250,1.0217214819,0.9599180618,1.07885058355,"witch"
