"","SURVEY","YEAR","samp_size","medianK","P25","P75","stock"
"37","NMFS spring BTS",2002,58,0.96795710485,0.90846776005,1.035982088875,"SNEMAyt"
"38","NMFS spring BTS",2003,24,1.00237013485,0.934686299325,1.153589660925,"SNEMAyt"
"39","NMFS spring BTS",2004,30,0.9423851559,0.859605405675,0.977821318925,"SNEMAyt"
"40","NMFS spring BTS",2005,39,1.0133310125,0.911280449,1.17408842965,"SNEMAyt"
"41","NMFS spring BTS",2006,65,0.9834904722,0.8952104444,1.0515231316,"SNEMAyt"
"42","NMFS spring BTS",2007,63,0.9298268281,0.87313800315,1.0179581837,"SNEMAyt"
"43","NMFS spring BTS",2008,76,0.9566744541,0.886012023975,1.047497013975,"SNEMAyt"
"44","NMFS spring BTS",2009,271,0.9850387226,0.90439788635,1.07319111725,"SNEMAyt"
"45","NMFS spring BTS",2010,368,0.9535112708,0.891699394525,1.024324877175,"SNEMAyt"
"46","NMFS spring BTS",2011,201,1.0102819701,0.9147164929,1.0972102899,"SNEMAyt"
"47","NMFS spring BTS",2012,224,0.98243958895,0.9304689334,1.066939952925,"SNEMAyt"
"48","NMFS spring BTS",2013,190,0.9803870251,0.897468188725,1.053757755275,"SNEMAyt"
"49","NMFS spring BTS",2014,144,0.95197338805,0.9103183007,1.0496436053,"SNEMAyt"
"50","NMFS spring BTS",2015,50,1.0066089136,0.9354190774,1.087806005075,"SNEMAyt"
"51","NMFS spring BTS",2016,43,1.0603594604,0.9842277774,1.20012007895,"SNEMAyt"
"52","NMFS spring BTS",2017,16,0.9829205741,0.87813390415,1.0299298655,"SNEMAyt"
"53","NMFS spring BTS",2018,16,1.0592157122,1.01591566615,1.0890588838,"SNEMAyt"
"54","NMFS winter BTS",1993,148,1.03459282185,0.96051375435,1.13814201145,"SNEMAyt"
"55","NMFS winter BTS",1994,275,1.0427961673,0.97145782985,1.12952077715,"SNEMAyt"
"56","NMFS winter BTS",1995,219,1.0163386345,0.96493452555,1.076197207,"SNEMAyt"
"57","NMFS winter BTS",1996,233,1.0047995459,0.933690859,1.0817214601,"SNEMAyt"
"58","NMFS winter BTS",1997,280,1.04240742005,0.972712382475,1.10161415565,"SNEMAyt"
"59","NMFS winter BTS",1998,262,1.0439108781,0.9772855794,1.118717750425,"SNEMAyt"
"60","NMFS winter BTS",1999,372,1.0269080658,0.96531028625,1.104549772425,"SNEMAyt"
"61","NMFS winter BTS",2000,360,0.9871520126,0.9297818724,1.0636379706,"SNEMAyt"
"62","NMFS winter BTS",2001,377,0.9860957946,0.9235646918,1.073004353,"SNEMAyt"
"63","NMFS winter BTS",2002,287,0.9516431617,0.89283306825,1.0217074792,"SNEMAyt"
"64","NMFS winter BTS",2003,98,0.96427302375,0.890124996075,1.035585236425,"SNEMAyt"
"65","NMFS winter BTS",2004,105,0.9678328031,0.9246461926,1.030187811,"SNEMAyt"
"66","NMFS winter BTS",2005,85,0.9660492813,0.9056199704,1.07173961,"SNEMAyt"
"67","NMFS winter BTS",2006,539,0.9517451671,0.89453367975,1.01848944825,"SNEMAyt"
"68","NMFS winter BTS",2007,260,0.92513441995,0.8767990036,0.997053608025,"SNEMAyt"
