"","SURVEY","YEAR","samp_size","medianK","P25","P75","stock"
"1","NMFS fall BTS",1992,53,1.0291407206,0.9717626801,1.0759067693,"GByt"
"2","NMFS fall BTS",1993,77,1.0361501099,0.9816964869,1.091268901,"GByt"
"3","NMFS fall BTS",1994,106,1.097673081,1.019319819775,1.160019250225,"GByt"
"4","NMFS fall BTS",1995,60,1.1001345741,0.996097189175,1.1742902701,"GByt"
"5","NMFS fall BTS",1996,96,1.1179834406,1.05226791465,1.203951326075,"GByt"
"6","NMFS fall BTS",1997,188,1.07141601035,0.994628072975,1.14874962445,"GByt"
"7","NMFS fall BTS",1998,266,1.05719990585,0.989433051175,1.1406243192,"GByt"
"8","NMFS fall BTS",1999,188,1.07193880665,1.001382533,1.142574230975,"GByt"
"9","NMFS fall BTS",2000,178,1.0410172735,0.96090104285,1.128822446375,"GByt"
"10","NMFS fall BTS",2001,192,1.05402645805,0.975628842925,1.134259698475,"GByt"
"11","NMFS fall BTS",2002,138,0.9937164187,0.9241828595,1.061088421825,"GByt"
"12","NMFS fall BTS",2003,128,1.0129116283,0.94734699795,1.109134663625,"GByt"
"13","NMFS fall BTS",2004,138,0.9674044929,0.907570709,1.035778966825,"GByt"
"14","NMFS fall BTS",2005,108,0.9949979594,0.9263243954,1.066318124375,"GByt"
"15","NMFS fall BTS",2006,321,0.9789926444,0.9118665454,1.0465093785,"GByt"
"16","NMFS fall BTS",2007,305,1.0151747586,0.9498625273,1.0851329356,"GByt"
"17","NMFS fall BTS",2008,839,1.0452709094,0.97283084115,1.1177097209,"GByt"
"18","NMFS fall BTS",2009,1368,0.9744050851,0.9155301468,1.0408417954,"GByt"
"19","NMFS fall BTS",2010,241,0.8633166677,0.8169846033,0.9318999194,"GByt"
"20","NMFS fall BTS",2011,335,0.9342320229,0.8667760372,1.01134561955,"GByt"
"21","NMFS fall BTS",2012,266,0.9720961616,0.89815297455,1.0410601412,"GByt"
"22","NMFS fall BTS",2013,189,0.9573402052,0.8911788394,1.02952753,"GByt"
"23","NMFS fall BTS",2014,227,0.9547645949,0.88542417145,1.0238746221,"GByt"
"24","NMFS fall BTS",2015,87,0.9958297387,0.9057252839,1.0988756563,"GByt"
"25","NMFS fall BTS",2016,97,0.965546857,0.9013799079,1.0425129934,"GByt"
"26","NMFS fall BTS",2017,37,0.9650046975,0.9092377671,1.0185141493,"GByt"
"27","NMFS fall BTS",2018,92,0.99038091005,0.912633251125,1.06940382055,"GByt"
"28","NMFS spring BTS",1992,97,1.0454481986,0.9861269343,1.1079650489,"GByt"
"29","NMFS spring BTS",1993,43,1.1019042225,1.0182943443,1.1824714494,"GByt"
"30","NMFS spring BTS",1994,76,1.1103948493,1.0400424657,1.23546613245,"GByt"
"31","NMFS spring BTS",1995,92,1.14008445635,1.041873505,1.24365618455,"GByt"
"32","NMFS spring BTS",1996,157,1.1042470454,1.0182630835,1.1750049593,"GByt"
"33","NMFS spring BTS",1997,176,1.0577151237,0.980513787175,1.154726278625,"GByt"
"34","NMFS spring BTS",1998,184,1.091343475,1.0089539466,1.17194441165,"GByt"
"35","NMFS spring BTS",1999,208,1.1082752979,1.03936478905,1.2178087977,"GByt"
"36","NMFS spring BTS",2000,287,1.0602450207,1.01047556505,1.1552305511,"GByt"
"37","NMFS spring BTS",2001,205,0.9950557918,0.9255296578,1.0754370541,"GByt"
"38","NMFS spring BTS",2002,579,1.0118364226,0.94064736365,1.09269323455,"GByt"
"39","NMFS spring BTS",2003,166,1.0193327764,0.938884187425,1.0856304914,"GByt"
"40","NMFS spring BTS",2004,109,0.9679194181,0.9115768369,1.0292318061,"GByt"
"41","NMFS spring BTS",2005,134,0.9891563194,0.913628068275,1.072237042575,"GByt"
"42","NMFS spring BTS",2006,137,0.954071117,0.9099345141,1.0147540856,"GByt"
"43","NMFS spring BTS",2007,313,0.9839413351,0.9192048495,1.0485140291,"GByt"
"44","NMFS spring BTS",2008,374,1.0043885442,0.9385096676,1.06230300095,"GByt"
"45","NMFS spring BTS",2009,1136,1.0038609503,0.9370869858,1.0623833952,"GByt"
"46","NMFS spring BTS",2010,1284,0.9460259236,0.8902326365,1.0077232664,"GByt"
"47","NMFS spring BTS",2011,247,0.9130804947,0.83372256835,0.98622798435,"GByt"
"48","NMFS spring BTS",2012,388,0.94716379425,0.8765610797,1.018334087975,"GByt"
"49","NMFS spring BTS",2013,269,0.9963949107,0.9208155385,1.0529679845,"GByt"
"50","NMFS spring BTS",2014,166,0.9914547804,0.921134759025,1.06984589185,"GByt"
"51","NMFS spring BTS",2015,149,0.9703989186,0.9039058076,1.0402657734,"GByt"
"52","NMFS spring BTS",2016,74,1.03841560035,0.951368648975,1.13114952045,"GByt"
"53","NMFS spring BTS",2017,81,0.987185036,0.9197491483,1.0623833952,"GByt"
"54","NMFS spring BTS",2018,2,1.21786297705,1.119157082175,1.316568871925,"GByt"
