"","SURVEY","YEAR","samp_size","medianK","P25","P75","stock"
"1","NMFS fall BTS",1992,571,0.9750048296,0.9107170802,1.06504821025,"whitehake"
"2","NMFS fall BTS",1993,536,1.0189799017,0.953552363025,1.101585540375,"whitehake"
"3","NMFS fall BTS",1994,378,1.013096864,0.933337570425,1.093652412175,"whitehake"
"4","NMFS fall BTS",1995,482,0.9964360518,0.9322557442,1.0816561205,"whitehake"
"5","NMFS fall BTS",1996,236,1.0062333582,0.9474266259,1.104716256475,"whitehake"
"6","NMFS fall BTS",1997,255,1.0354363415,0.9435075175,1.1147199705,"whitehake"
"7","NMFS fall BTS",1998,347,0.9945832993,0.9185438371,1.0896225418,"whitehake"
"8","NMFS fall BTS",1999,328,1.0094846762,0.9346560084,1.0913627324,"whitehake"
"9","NMFS fall BTS",2000,371,0.9711094553,0.88488233255,1.05035484955,"whitehake"
"10","NMFS fall BTS",2001,319,1.0125515994,0.94320636165,1.095653805,"whitehake"
"11","NMFS fall BTS",2002,291,0.9840460481,0.92272934825,1.0548089985,"whitehake"
"12","NMFS fall BTS",2003,208,0.96564629835,0.903381182075,1.0461486387,"whitehake"
"13","NMFS fall BTS",2004,193,0.9786294325,0.9091930167,1.0594151196,"whitehake"
"14","NMFS fall BTS",2005,197,0.9657760663,0.8976420049,1.0194449464,"whitehake"
"15","NMFS fall BTS",2006,290,0.982398562,0.927956204475,1.069852368175,"whitehake"
"16","NMFS fall BTS",2007,389,0.9840419084,0.9247375528,1.0621204738,"whitehake"
"17","NMFS fall BTS",2008,426,0.97004508455,0.9045609127,1.042122638475,"whitehake"
"18","NMFS fall BTS",2009,643,0.970393533,0.9133326385,1.04578757995,"whitehake"
"19","NMFS fall BTS",2010,806,0.9750689623,0.91254855105,1.0480080156,"whitehake"
"20","NMFS fall BTS",2011,700,0.98641081225,0.92883647235,1.05912650305,"whitehake"
"21","NMFS fall BTS",2012,686,1.023924948,0.95889192165,1.10356292805,"whitehake"
"22","NMFS fall BTS",2013,320,1.02622983525,0.952672837925,1.108054071,"whitehake"
"23","NMFS fall BTS",2014,474,1.02492868775,0.958572150375,1.099570231675,"whitehake"
"24","NMFS fall BTS",2015,716,0.98693966165,0.9230610557,1.070806061225,"whitehake"
"25","NMFS fall BTS",2016,754,0.97354908295,0.9145713642,1.0455183438,"whitehake"
"26","NMFS fall BTS",2017,491,0.9715865651,0.90825369325,1.0518520094,"whitehake"
"27","NMFS fall BTS",2018,266,1.0163697292,0.946241198175,1.0923722253,"whitehake"
"28","NMFS spring BTS",1992,297,1.0147927932,0.9313655925,1.129280781,"whitehake"
"29","NMFS spring BTS",1993,360,0.993289334,0.940080616475,1.0427103918,"whitehake"
"30","NMFS spring BTS",1994,225,1.0094927704,0.9593656156,1.0792453245,"whitehake"
"31","NMFS spring BTS",1995,198,0.9908537662,0.9344794103,1.062046900375,"whitehake"
"32","NMFS spring BTS",1996,185,0.9797222974,0.9208136826,1.0474437027,"whitehake"
"33","NMFS spring BTS",1997,81,0.9582853722,0.9096081041,0.9980810488,"whitehake"
"34","NMFS spring BTS",1998,164,0.99982294855,0.932974566575,1.0730788679,"whitehake"
"35","NMFS spring BTS",1999,180,1.00157683325,0.9429238833,1.080186362575,"whitehake"
"36","NMFS spring BTS",2000,256,1.01189811155,0.957798796275,1.0757022559,"whitehake"
"37","NMFS spring BTS",2001,290,0.96046782025,0.905481532575,1.0240119975,"whitehake"
"38","NMFS spring BTS",2002,255,0.9862851976,0.9145075186,1.0492386916,"whitehake"
"39","NMFS spring BTS",2003,260,0.97265979175,0.91126281495,1.019422168375,"whitehake"
"40","NMFS spring BTS",2004,213,0.9649515106,0.8895935708,1.0197872692,"whitehake"
"41","NMFS spring BTS",2005,210,0.95579863985,0.898488184,1.003846905025,"whitehake"
"42","NMFS spring BTS",2006,171,0.97375518,0.9062022294,1.0196702206,"whitehake"
"43","NMFS spring BTS",2007,159,0.978692264,0.93845146825,1.02479800465,"whitehake"
"44","NMFS spring BTS",2008,333,0.9671782373,0.9129601565,1.0362531413,"whitehake"
"45","NMFS spring BTS",2009,710,0.97375518,0.9153346519,1.041536223375,"whitehake"
"46","NMFS spring BTS",2010,736,1.0148521122,0.957610767975,1.08203808475,"whitehake"
"47","NMFS spring BTS",2011,579,0.9694706395,0.9184913862,1.03226854385,"whitehake"
"48","NMFS spring BTS",2012,586,0.98848974695,0.9379676959,1.060344126875,"whitehake"
"49","NMFS spring BTS",2013,300,1.0226892891,0.9694042325,1.09585413345,"whitehake"
"50","NMFS spring BTS",2014,356,1.02645170855,0.9703743742,1.1014846397,"whitehake"
"51","NMFS spring BTS",2015,513,1.0297992059,0.9577019671,1.1156158064,"whitehake"
"52","NMFS spring BTS",2016,656,1.0128778667,0.9563955761,1.090987890875,"whitehake"
"53","NMFS spring BTS",2017,506,0.9946646277,0.937468058275,1.05446190225,"whitehake"
"54","NMFS spring BTS",2018,348,1.00772690655,0.957525927,1.07223519725,"whitehake"
