"","SURVEY","YEAR","samp_size","medianK","P25","P75","stock"
"1","ASMFC shrimp",2018,14,1.03429715415,0.97767958105,1.098787480525,"herring"
"2","NMFS fall BTS",1992,449,0.9035882919,0.7896796854,1.003978032,"herring"
"3","NMFS fall BTS",1993,371,1.0541863405,0.9887089281,1.1528788663,"herring"
"4","NMFS fall BTS",1994,302,1.03754620765,0.979125824,1.1262114942,"herring"
"5","NMFS fall BTS",1995,454,1.05808575425,0.975338486275,1.1686994499,"herring"
"6","NMFS fall BTS",1996,489,1.0119598932,0.9539149432,1.0908971183,"herring"
"7","NMFS fall BTS",1997,393,0.9980249369,0.9276202826,1.0880031222,"herring"
"8","NMFS fall BTS",1998,559,0.9980249369,0.929923221,1.06382480725,"herring"
"9","NMFS fall BTS",1999,401,1.0146586858,0.9534651017,1.082153643,"herring"
"10","NMFS fall BTS",2000,288,1.0479261837,0.968168562125,1.145854718,"herring"
"11","NMFS fall BTS",2001,316,0.99163849715,0.912971461475,1.0751984299,"herring"
"12","NMFS fall BTS",2002,626,0.96516406,0.901286859375,1.045082971725,"herring"
"13","NMFS fall BTS",2003,559,1.0063418113,0.9350546729,1.1054227578,"herring"
"14","NMFS fall BTS",2004,606,0.9813048993,0.9161361335,1.0608865111,"herring"
"15","NMFS fall BTS",2005,812,0.9644021274,0.9034269463,1.0476385993,"herring"
"16","NMFS fall BTS",2006,584,1.0119598932,0.9423165825,1.100065596975,"herring"
"17","NMFS fall BTS",2007,848,1.0607340818,0.989277937875,1.147830722175,"herring"
"18","NMFS fall BTS",2008,600,1.00173556655,0.941454763425,1.080511633925,"herring"
"19","NMFS fall BTS",2009,726,0.9980249369,0.9321071668,1.0811936816,"herring"
"20","NMFS fall BTS",2010,743,0.9449686062,0.88427362285,1.01800287265,"herring"
"21","NMFS fall BTS",2011,489,0.9788067237,0.9177670566,1.0411624035,"herring"
"22","NMFS fall BTS",2012,640,0.9751274976,0.9158404948,1.0411624035,"herring"
"23","NMFS fall BTS",2013,619,0.9822490504,0.9166837744,1.0458259236,"herring"
"24","NMFS fall BTS",2014,692,0.9756134456,0.9202310376,1.052744307,"herring"
"25","NMFS fall BTS",2015,812,0.9843949987,0.91762891705,1.0572434205,"herring"
"26","NMFS fall BTS",2016,573,1.0011384552,0.9275928859,1.0894145179,"herring"
"27","NMFS fall BTS",2017,320,0.9495504557,0.897195184175,1.023387398225,"herring"
"28","NMFS fall BTS",2018,162,1.0018763911,0.94285499705,1.081123916,"herring"
"29","NMFS spring BTS",1992,856,0.7982610708,0.7244533643,0.957937218825,"herring"
"30","NMFS spring BTS",1993,1113,0.9423994066,0.7970888846,1.0587233515,"herring"
"31","NMFS spring BTS",1994,683,1.0143510091,0.9596759935,1.074221987,"herring"
"32","NMFS spring BTS",1995,420,1.0426826811,0.9755104435,1.097663637575,"herring"
"33","NMFS spring BTS",1996,545,1.048550922,0.9778172572,1.1175054368,"herring"
"34","NMFS spring BTS",1997,358,1.01945539215,0.955760770375,1.0855191145,"herring"
"35","NMFS spring BTS",1998,649,1.0397097843,0.9747262043,1.1068325771,"herring"
"36","NMFS spring BTS",1999,559,1.0183846187,0.95288746745,1.07089665,"herring"
"37","NMFS spring BTS",2000,579,1.0858455469,1.0209326904,1.1547881213,"herring"
"38","NMFS spring BTS",2001,512,0.9820488669,0.9025191487,1.0464996295,"herring"
"39","NMFS spring BTS",2002,530,0.9754218551,0.9197547396,1.03277531845,"herring"
"40","NMFS spring BTS",2003,701,0.9707768994,0.9055902904,1.0341386161,"herring"
"41","NMFS spring BTS",2004,725,0.9731230801,0.9055667054,1.0368844155,"herring"
"42","NMFS spring BTS",2005,421,0.9966266781,0.9312545307,1.0673810159,"herring"
"43","NMFS spring BTS",2006,508,0.99619026375,0.925813985825,1.072948328575,"herring"
"44","NMFS spring BTS",2007,656,0.97907742685,0.9122983666,1.043646239,"herring"
"45","NMFS spring BTS",2008,550,1.0393932325,0.9835188753,1.1064421237,"herring"
"46","NMFS spring BTS",2009,1428,1.0238662611,0.9532281109,1.1027332844,"herring"
"47","NMFS spring BTS",2010,1413,1.0062114338,0.9312545307,1.073292196,"herring"
"48","NMFS spring BTS",2011,1386,1.0078438098,0.9353433274,1.0772277251,"herring"
"49","NMFS spring BTS",2012,988,1.0338005197,0.9651960417,1.0960455839,"herring"
"50","NMFS spring BTS",2013,1111,1.0026071879,0.9379908111,1.0673810159,"herring"
"51","NMFS spring BTS",2014,930,1.085348335,1.0062114338,1.1739133394,"herring"
"52","NMFS spring BTS",2015,677,0.9927952813,0.9252717322,1.0729296822,"herring"
"53","NMFS spring BTS",2016,611,1.0729296822,1.00721549555,1.1487500413,"herring"
"54","NMFS spring BTS",2017,803,1.0162820665,0.9463489364,1.1049568838,"herring"
"55","NMFS spring BTS",2018,358,1.0999163536,1.032122495725,1.1755501516,"herring"
