"","SURVEY","YEAR","samp_size","medianK","P25","P75","stock"
"56","NMFS spring BTS",2011,366,0.9766279851,0.9087950276,1.069024943325,"SNEMAwinter"
"57","NMFS spring BTS",2012,433,0.9817769853,0.9049976826,1.0808712996,"SNEMAwinter"
"58","NMFS spring BTS",2013,246,0.94516741455,0.8781439836,1.0090947145,"SNEMAwinter"
"59","NMFS spring BTS",2014,276,1.04497649475,0.9287168438,1.13637168475,"SNEMAwinter"
"60","NMFS spring BTS",2015,235,0.9852703146,0.9144110806,1.0729773168,"SNEMAwinter"
"61","NMFS spring BTS",2016,420,1.0302615861,0.959318252275,1.105005985725,"SNEMAwinter"
"62","NMFS spring BTS",2017,298,0.962376002,0.888775445125,1.0632143693,"SNEMAwinter"
"63","NMFS spring BTS",2018,179,0.976622487,0.8866691515,1.05575855005,"SNEMAwinter"
"64","NMFS winter BTS",1993,130,1.01529167765,0.9361660264,1.09032878365,"SNEMAwinter"
"65","NMFS winter BTS",1994,180,1.0412568978,0.97957025385,1.138811432175,"SNEMAwinter"
"66","NMFS winter BTS",1995,202,1.02055322925,0.9558170175,1.118149428575,"SNEMAwinter"
"67","NMFS winter BTS",1996,124,0.96354545485,0.91029531225,1.022249448875,"SNEMAwinter"
"68","NMFS winter BTS",1997,122,1.01046601885,0.932923009375,1.062492004925,"SNEMAwinter"
"69","NMFS winter BTS",1998,176,1.01249977365,0.92668099065,1.095667525825,"SNEMAwinter"
"70","NMFS winter BTS",1999,160,1.0320586588,0.965407999425,1.12440545165,"SNEMAwinter"
"71","NMFS winter BTS",2000,106,1.01770410405,0.94494165795,1.104234527275,"SNEMAwinter"
"72","NMFS winter BTS",2001,116,0.95383169555,0.88878965625,1.037173813425,"SNEMAwinter"
"73","NMFS winter BTS",2002,103,0.9613836235,0.9090075124,1.0244421576,"SNEMAwinter"
"74","NMFS winter BTS",2003,52,0.91359666775,0.86160134075,0.997409931875,"SNEMAwinter"
"75","NMFS winter BTS",2004,94,0.9576065143,0.8843919827,1.041079112075,"SNEMAwinter"
"76","NMFS winter BTS",2005,83,1.00808284,0.9550808843,1.0793270602,"SNEMAwinter"
"77","NMFS winter BTS",2006,49,0.940677609,0.9120950233,1.0310540141,"SNEMAwinter"
"78","NMFS winter BTS",2007,43,0.9371436772,0.88804610675,1.00202599775,"SNEMAwinter"
