"","SURVEY","YEAR","samp_size","medianK","P25","P75","stock"
"1","NMFS fall BTS",1992,25,1.0019306719,0.9613469904,1.0324412699,"GBwinter"
"2","NMFS fall BTS",1993,38,1.05891998915,0.9972612256,1.146496363825,"GBwinter"
"3","NMFS fall BTS",1994,44,1.03225053015,0.98047652255,1.09451024,"GBwinter"
"4","NMFS fall BTS",1995,148,1.01348779645,0.96376313805,1.07327588175,"GBwinter"
"5","NMFS fall BTS",1996,70,1.0414001,0.97659025885,1.099751928575,"GBwinter"
"6","NMFS fall BTS",1997,222,1.02017943195,0.9685739578,1.08072146105,"GBwinter"
"7","NMFS fall BTS",1998,126,1.0409930186,0.9978138103,1.10280875745,"GBwinter"
"8","NMFS fall BTS",1999,90,1.0272819222,0.96568563535,1.06821000105,"GBwinter"
"9","NMFS fall BTS",2000,87,1.0105627404,0.9795432054,1.0661697721,"GBwinter"
"10","NMFS fall BTS",2001,145,1.0078750735,0.9611511069,1.0605735999,"GBwinter"
"11","NMFS fall BTS",2002,121,0.9899252959,0.9398179616,1.0426242964,"GBwinter"
"12","NMFS fall BTS",2003,81,0.9855133713,0.9439528581,1.0435694055,"GBwinter"
"13","NMFS fall BTS",2004,110,0.96390092355,0.912218773675,1.02107342915,"GBwinter"
"14","NMFS fall BTS",2005,85,0.9872442757,0.9282565287,1.0393788013,"GBwinter"
"15","NMFS fall BTS",2006,80,0.9782373844,0.924868543925,1.0380684185,"GBwinter"
"16","NMFS fall BTS",2007,85,1.0177958053,0.9709132863,1.063409048,"GBwinter"
"17","NMFS fall BTS",2008,133,0.9899571743,0.9334117651,1.0450226673,"GBwinter"
"18","NMFS fall BTS",2009,564,0.98829271555,0.930611171075,1.051106614675,"GBwinter"
"19","NMFS fall BTS",2010,144,0.9563768959,0.906662577375,1.001303028,"GBwinter"
"20","NMFS fall BTS",2011,413,0.9941390683,0.9314231527,1.0402380904,"GBwinter"
"21","NMFS fall BTS",2012,405,0.9858038191,0.9358173003,1.0379163654,"GBwinter"
"22","NMFS fall BTS",2013,174,1.03093571115,0.973251652375,1.0678758738,"GBwinter"
"23","NMFS fall BTS",2014,80,1.04495752125,0.9755572534,1.0910919438,"GBwinter"
"24","NMFS fall BTS",2015,272,1.0202061898,0.966107470675,1.08354166105,"GBwinter"
"25","NMFS fall BTS",2016,187,0.9935107865,0.94727867295,1.03744465585,"GBwinter"
"26","NMFS fall BTS",2017,67,1.0262682279,0.9499432948,1.1086101031,"GBwinter"
"27","NMFS fall BTS",2018,114,1.02698882205,0.959359920625,1.088022585525,"GBwinter"
"28","NMFS spring BTS",1992,53,1.0672049326,0.9840788984,1.1477896673,"GBwinter"
"29","NMFS spring BTS",1993,46,1.07511912155,1.012936855775,1.16528239055,"GBwinter"
"30","NMFS spring BTS",1994,48,1.12613383035,1.079980657175,1.192465292575,"GBwinter"
"31","NMFS spring BTS",1995,63,1.1071912519,1.0431241638,1.18156295295,"GBwinter"
"32","NMFS spring BTS",1996,71,1.1075073281,1.04139118735,1.19348355335,"GBwinter"
"33","NMFS spring BTS",1997,30,1.02829923075,0.95759249185,1.121222467025,"GBwinter"
"34","NMFS spring BTS",1998,35,1.0264808233,0.97699642595,1.09817024955,"GBwinter"
"35","NMFS spring BTS",1999,87,1.0220075217,0.9523952182,1.0997981824,"GBwinter"
"36","NMFS spring BTS",2000,117,1.0128198162,0.9596241136,1.1119065734,"GBwinter"
"37","NMFS spring BTS",2001,56,0.97011004675,0.92019163565,1.045600209875,"GBwinter"
"38","NMFS spring BTS",2002,205,0.9672938868,0.9125669308,1.059974129,"GBwinter"
"39","NMFS spring BTS",2003,53,1.0206802392,0.9635840303,1.1063627846,"GBwinter"
"40","NMFS spring BTS",2004,21,1.0375388093,1.0085755665,1.1050791959,"GBwinter"
"41","NMFS spring BTS",2005,33,1.0088511003,0.9260736561,1.0774292593,"GBwinter"
"42","NMFS spring BTS",2006,28,1.03315647125,0.97276252595,1.091605127675,"GBwinter"
"43","NMFS spring BTS",2007,40,1.0341507276,0.946355863725,1.09562098455,"GBwinter"
"44","NMFS spring BTS",2008,73,0.9783680981,0.9346601721,1.0749108459,"GBwinter"
"45","NMFS spring BTS",2009,254,0.9865691727,0.9124055515,1.06602087905,"GBwinter"
"46","NMFS spring BTS",2010,182,0.9628765471,0.908033207725,1.0294296808,"GBwinter"
"47","NMFS spring BTS",2011,185,0.953564824,0.8948380422,1.0360865826,"GBwinter"
"48","NMFS spring BTS",2012,288,0.9451444546,0.893556837625,1.012387054325,"GBwinter"
"49","NMFS spring BTS",2013,325,0.9395130466,0.8863568949,0.9965913356,"GBwinter"
"50","NMFS spring BTS",2014,234,0.9967402112,0.9514120366,1.049348060975,"GBwinter"
"51","NMFS spring BTS",2015,65,1.0297741275,0.9644139238,1.1222457981,"GBwinter"
"52","NMFS spring BTS",2016,128,1.0355768961,0.97215983845,1.1047052275,"GBwinter"
"53","NMFS spring BTS",2017,178,1.0023870177,0.938483728125,1.084269235125,"GBwinter"
"54","NMFS spring BTS",2018,30,1.0370155095,0.936119247925,1.112116219725,"GBwinter"
