"","SURVEY","YEAR","samp_size","medianK","P25","P75","stock"
"1","MADMF fall BTS",2010,115,0.9628069098,0.91892483175,1.03298840405,"fluke"
"2","MADMF fall BTS",2011,268,0.97159287735,0.900685241875,1.018643521675,"fluke"
"3","MADMF fall BTS",2012,174,0.9853064149,0.928390955175,1.0419147154,"fluke"
"4","MADMF fall BTS",2013,96,0.9825640112,0.93242364785,1.027287521975,"fluke"
"5","MADMF fall BTS",2014,164,1.0049508942,0.955543460075,1.078647498525,"fluke"
"6","MADMF fall BTS",2015,293,1.0147298376,0.9627363951,1.0711890006,"fluke"
"7","MADMF fall BTS",2016,360,1.0023230844,0.953573222975,1.059871225725,"fluke"
"8","MADMF fall BTS",2017,176,1.0349414083,0.973585605125,1.09692887325,"fluke"
"9","MADMF fall BTS",2018,219,1.013122599,0.9677417047,1.0668980127,"fluke"
"10","MADMF spring BTS",2010,136,1.0188392002,0.963185779625,1.0600265295,"fluke"
"11","MADMF spring BTS",2011,138,1.0058350385,0.957561974925,1.0543138293,"fluke"
"12","MADMF spring BTS",2012,173,0.9924185474,0.941203874,1.0589207767,"fluke"
"13","MADMF spring BTS",2013,127,0.9832325557,0.9442986644,1.0309873216,"fluke"
"14","MADMF spring BTS",2014,93,1.0147731443,0.9643243091,1.0701228746,"fluke"
"15","MADMF spring BTS",2015,75,0.9846238686,0.9310227668,1.0311013228,"fluke"
"16","MADMF spring BTS",2016,290,0.9897615549,0.938862844025,1.0437634686,"fluke"
"17","MADMF spring BTS",2017,194,1.0094817622,0.952109038,1.057915894025,"fluke"
"18","MADMF spring BTS",2018,189,1.0156246262,0.9690425217,1.0645673307,"fluke"
"19","NMFS fall BTS",1992,283,1.0061852667,0.95525897955,1.0581794594,"fluke"
"20","NMFS fall BTS",1993,232,1.0240720461,0.962578885275,1.084340877625,"fluke"
"21","NMFS fall BTS",1994,245,1.041856645,0.9800505844,1.1034865181,"fluke"
"22","NMFS fall BTS",1995,293,1.0066574031,0.945438697,1.0740830685,"fluke"
"23","NMFS fall BTS",1996,334,0.992371274,0.929675293275,1.056896210025,"fluke"
"24","NMFS fall BTS",1997,641,1.037957429,0.9829420176,1.0851512564,"fluke"
"25","NMFS fall BTS",1998,563,1.016681725,0.9601639082,1.07447203435,"fluke"
"26","NMFS fall BTS",1999,412,1.00057538155,0.943378237325,1.0574531051,"fluke"
"27","NMFS fall BTS",2000,456,1.02446811725,0.9621367724,1.080195234775,"fluke"
"28","NMFS fall BTS",2001,406,0.9803001423,0.93085715495,1.036868521,"fluke"
"29","NMFS fall BTS",2002,436,0.98039493445,0.932074621875,1.034134326375,"fluke"
"30","NMFS fall BTS",2003,307,1.0182248909,0.9611248008,1.07793808135,"fluke"
"31","NMFS fall BTS",2004,417,0.9865607943,0.9377071237,1.0418684715,"fluke"
"32","NMFS fall BTS",2005,388,0.9940133191,0.941227532925,1.0452586959,"fluke"
"33","NMFS fall BTS",2006,323,0.9940133191,0.9442331235,1.052222301,"fluke"
