"","SURVEY","YEAR","samp_size","medianK","P25","P75","stock"
"34","NMFS fall BTS",2007,431,0.9902263696,0.9350603875,1.05686336935,"fluke"
"35","NMFS fall BTS",2008,442,0.99168805135,0.93724809275,1.048201340225,"fluke"
"36","NMFS fall BTS",2009,743,0.9899805171,0.9354781757,1.04923278205,"fluke"
"37","NMFS fall BTS",2010,614,0.98075899815,0.926352659625,1.03838165395,"fluke"
"38","NMFS fall BTS",2011,524,0.9946143643,0.929443284225,1.058641202025,"fluke"
"39","NMFS fall BTS",2012,511,0.990655166,0.935347187,1.0420001068,"fluke"
"40","NMFS fall BTS",2013,571,0.9824611021,0.9288812533,1.04898901,"fluke"
"41","NMFS fall BTS",2014,552,0.9957971374,0.941922096275,1.054934096925,"fluke"
"42","NMFS fall BTS",2015,538,1.00591613705,0.946304793325,1.075902408325,"fluke"
"43","NMFS fall BTS",2016,390,1.0107292934,0.937916105,1.077909016,"fluke"
"44","NMFS fall BTS",2017,1,1.1656222217,1.1656222217,1.1656222217,"fluke"
"45","NMFS fall BTS",2018,410,1.0019215599,0.938278827575,1.067987477025,"fluke"
"46","NMFS spring BTS",1992,11,0.9481118602,0.94264007455,0.9843634139,"fluke"
"47","NMFS spring BTS",1993,99,1.0166551887,0.97506186835,1.0612829057,"fluke"
"48","NMFS spring BTS",1994,97,1.0265535771,0.9671584544,1.0856378893,"fluke"
"49","NMFS spring BTS",1995,76,1.05795531245,1.020082303325,1.09789189265,"fluke"
"50","NMFS spring BTS",1996,124,0.99763905585,0.952404938475,1.0388583974,"fluke"
"51","NMFS spring BTS",1997,89,1.0083504064,0.9785312411,1.0510978298,"fluke"
"52","NMFS spring BTS",1998,92,1.0424282517,0.993855229775,1.098192686825,"fluke"
"53","NMFS spring BTS",1999,129,1.0165173914,0.9707276467,1.0565032284,"fluke"
"54","NMFS spring BTS",2000,175,1.0210765125,0.9757909064,1.07550080445,"fluke"
"55","NMFS spring BTS",2001,212,0.98833281145,0.934909086825,1.035647962075,"fluke"
"56","NMFS spring BTS",2002,185,0.9745594664,0.9189650286,1.0332212384,"fluke"
"57","NMFS spring BTS",2003,220,0.99209049935,0.943124037825,1.054193353725,"fluke"
"58","NMFS spring BTS",2004,199,1.0144149436,0.9637941523,1.07103525225,"fluke"
"59","NMFS spring BTS",2005,177,1.0109027582,0.9554003681,1.062127188,"fluke"
"60","NMFS spring BTS",2006,159,1.0089033459,0.9471837302,1.0717164381,"fluke"
"61","NMFS spring BTS",2007,214,1.0110490019,0.96467843025,1.063716844125,"fluke"
"62","NMFS spring BTS",2008,120,0.99975480415,0.94203713615,1.06550027975,"fluke"
"63","NMFS spring BTS",2009,735,0.9870014698,0.9356166059,1.0442506772,"fluke"
"64","NMFS spring BTS",2010,1026,1.0003147159,0.960634550225,1.05884538255,"fluke"
"65","NMFS spring BTS",2011,993,0.9929495496,0.9428052615,1.0475649076,"fluke"
"66","NMFS spring BTS",2012,504,1.002120022,0.9532870754,1.056301847475,"fluke"
"67","NMFS spring BTS",2013,611,0.9749654292,0.9232552554,1.0263636601,"fluke"
"68","NMFS spring BTS",2014,353,1.0085709571,0.9584922133,1.0654386727,"fluke"
"69","NMFS spring BTS",2015,650,1.01536200795,0.95948855775,1.0651250921,"fluke"
"70","NMFS spring BTS",2016,297,1.0112092851,0.9579549145,1.0673267111,"fluke"
"71","NMFS spring BTS",2017,397,1.0082075495,0.9517479267,1.0581181357,"fluke"
"72","NMFS spring BTS",2018,422,0.9798131556,0.931691802725,1.0323032703,"fluke"
"73","NMFS winter BTS",1993,631,0.9549197888,0.6811828307,1.0296787015,"fluke"
"74","NMFS winter BTS",1994,751,1.0049429899,0.95638656005,1.0604347595,"fluke"
"75","NMFS winter BTS",1995,622,1.0205126577,0.9762957845,1.0701308487,"fluke"
"76","NMFS winter BTS",1996,895,1.0002745438,0.95446647925,1.0504105001,"fluke"
"77","NMFS winter BTS",1997,775,1.0171372511,0.9621894071,1.070368819,"fluke"
"78","NMFS winter BTS",1998,643,1.0223218708,0.97769106395,1.0720185209,"fluke"
"79","NMFS winter BTS",1999,815,1.0118726255,0.96149583955,1.06623001495,"fluke"
"80","NMFS winter BTS",2000,1063,1.0167833244,0.96781753905,1.0679299254,"fluke"
"81","NMFS winter BTS",2001,1386,1.0078891646,0.956413635125,1.062702953425,"fluke"
"82","NMFS winter BTS",2002,1473,0.9893936909,0.9409829553,1.0378082978,"fluke"
"83","NMFS winter BTS",2003,1050,0.9977682757,0.9467081449,1.0494831377,"fluke"
"84","NMFS winter BTS",2004,1131,1.0004765766,0.94861107785,1.0504579136,"fluke"
"85","NMFS winter BTS",2005,745,1.0104086812,0.9602202697,1.0667751848,"fluke"
"86","NMFS winter BTS",2006,968,1.00666735745,0.956773446025,1.065674173225,"fluke"
"87","NMFS winter BTS",2007,936,1.00895260115,0.959346804525,1.056809020825,"fluke"
